# Id	Level	Super-class	RefName
3.1.36.13.1	5	Malacology	Conchology
3.1.36.14	4	Zoology	Myrmecology
3.1.36.15	4	Zoology	Nematology
3.1.36.16	4	Zoology	Neuroethology
3.1.36.17	4	Zoology	Oology
3.1.36.18	4	Zoology	Ornithology
3.1.36.19	4	Zoology	Planktology
3.1.36.20	4	Zoology	Primatology
3.1.36.21	4	Zoology	Zootomy
3.1.36.22	4	Zoology	Zoosemiotics
3.2	2	Natural sciences	Chemistry
3.2.1	3	Chemistry	Agrochemistry
3.2.2	3	Chemistry	Analytical chemistry
3.2.3	3	Chemistry	Astrochemistry
3.2.4	3	Chemistry	Atmospheric chemistry
3.2.5	3	Chemistry	Biochemistry
3.2.6	3	Chemistry	Chemical engineering
3.2.7	3	Chemistry	Chemical biology
3.2.8	3	Chemistry	Cheminformatics
3.2.9	3	Chemistry	Computational chemistry
3.2.10	3	Chemistry	Cosmochemistry
3.2.11	3	Chemistry	Electrochemistry
3.2.12	3	Chemistry	Environmental chemistry
3.2.13	3	Chemistry	Femtochemistry
3.2.14	3	Chemistry	Flavor
3.2.15	3	Chemistry	Flow chemistry
3.2.16	3	Chemistry	Geochemistry
3.2.17	3	Chemistry	Green chemistry
3.2.18	3	Chemistry	Histochemistry
3.2.19	3	Chemistry	Hydrogenation
3.2.20	3	Chemistry	Immunochemistry
3.2.21	3	Chemistry	Inorganic chemistry
3.2.22	3	Chemistry	Marine chemistry
3.2.23	3	Chemistry	Mathematical chemistry
3.2.24	3	Chemistry	Mechanochemistry
3.2.25	3	Chemistry	Medicinal chemistry
3.2.26	3	Chemistry	Molecular biology
3.2.27	3	Chemistry	Molecular mechanics
3.2.28	3	Chemistry	Nanotechnology
3.2.29	3	Chemistry	Natural product chemistry
3.2.30	3	Chemistry	Neurochemistry
3.2.31	3	Chemistry	Oenology
3.2.32	3	Chemistry	Organic chemistry
3.2.33	3	Chemistry	Organometallic chemistry
3.2.34	3	Chemistry	Petrochemistry
3.2.35	3	Chemistry	Pharmacology
3.2.36	3	Chemistry	Photochemistry
3.2.37	3	Chemistry	Physical chemistry
3.2.38	3	Chemistry	Physical organic chemistry
3.2.39	3	Chemistry	Phytochemistry
3.2.40	3	Chemistry	Polymer chemistry
3.2.41	3	Chemistry	Quantum chemistry
3.2.42	3	Chemistry	Radiochemistry
3.2.43	3	Chemistry	Solid-state chemistry
3.2.44	3	Chemistry	Sonochemistry
3.2.45	3	Chemistry	Supramolecular chemistry
3.2.46	3	Chemistry	Surface chemistry
3.2.47	3	Chemistry	Synthetic chemistry
3.2.48	3	Chemistry	Theoretical chemistry
3.2.49	3	Chemistry	Thermochemistry
3.3	2	Natural sciences	Earth sciences
3.3.1	3	Earth sciences	Edaphology
3.3.2	3	Earth sciences	Environmental science
3.3.3	3	Earth sciences	Environmental chemistry
3.3.4	3	Earth sciences	Gemology
3.3.5	3	Earth sciences	Geodesy
3.3.6	3	Earth sciences	Geography
3.3.7	3	Earth sciences	Geology
3.3.8	3	Earth sciences	Geochemistry
3.3.9	3	Earth sciences	Geomorphology
3.3.10	3	Earth sciences	Geophysics
3.3.11	3	Earth sciences	Glaciology
3.3.12	3	Earth sciences	Hydrogeology
3.3.13	3	Earth sciences	Hydrology
3.3.14	3	Earth sciences	Meteorology
3.3.15	3	Earth sciences	Mineralogy
3.3.16	3	Earth sciences	Oceanography
3.3.17	3	Earth sciences	Pedology (soil study)|Pedology
3.3.18	3	Earth sciences	Paleontology
3.3.18.1	4	Paleontology	Paleobiology
3.3.19	3	Earth sciences	Planetary science
3.3.20	3	Earth sciences	Sedimentology
3.3.21	3	Earth sciences	Soil science
3.3.22	3	Earth sciences	Speleology
3.3.23	3	Earth sciences	Tectonics
3.3.24	3	Earth sciences	Volcanology
3.4	2	Natural sciences	Physics
3.4.1	3	Physics	Acoustics
3.4.2	3	Physics	Applied Physics
3.4.3	3	Physics	Astrophysics
3.4.4	3	Physics	Atomic, molecular, and optical physics
3.4.5	3	Physics	Biophysics
3.4.6	3	Physics	Computational physics
3.4.7	3	Physics	Condensed matter physics
3.4.8	3	Physics	Cryogenics
3.4.9	3	Physics	Electromagnetism
3.4.10	3	Physics	Elementary particle physics
3.4.11	3	Physics	Fluid dynamics
3.4.12	3	Physics	Geophysics
3.4.13	3	Physics	Mathematical physics
3.4.14	3	Physics	Medical physics
3.4.15	3	Physics	Mechanics
3.4.16	3	Physics	Molecular physics
3.4.17	3	Physics	Newton's laws of motion|Newtonian dynamics
3.4.18	3	Physics	Nuclear physics
3.4.19	3	Physics	Optics
3.4.20	3	Physics	Plasma physics
3.4.21	3	Physics	Quantum physics
3.4.22	3	Physics	Solid mechanics
3.4.23	3	Physics	Solid state physics
3.4.24	3	Physics	Statistical mechanics
3.4.25	3	Physics	Theoretical physics
3.4.26	3	Physics	Thermodynamics
3.4.27	3	Physics	Vehicle dynamics
3.5	2	Natural sciences	Space sciences
3.5.1	3	Space sciences	Astrobiology
3.5.2	3	Space sciences	Astronomy
3.5.2.1	4	Astronomy	Observational astronomy
3.5.2.1.1	5	Observational astronomy	Radio astronomy
3.5.2.1.2	5	Observational astronomy	Timeline of cosmic microwave background astronomy|Microwave astronomy
3.5.2.1.3	5	Observational astronomy	Infrared astronomy
3.5.2.1.4	5	Observational astronomy	Optical astronomy
3.5.2.1.5	5	Observational astronomy	UV astronomy
3.5.2.1.6	5	Observational astronomy	X-ray astronomy
3.5.2.1.7	5	Observational astronomy	Gamma ray astronomy
3.5.3	3	Space sciences	Astrophysics
3.5.3.1	4	Astrophysics	Gravity|Gravitational astronomy
3.5.3.1.1	5	Gravity|Gravitational astronomy	Black hole
3.5.3.2	4	Astrophysics	Interstellar medium
3.5.3.3	4	Astrophysics	Direct numerical simulation|Numerical simulations
3.5.3.3.1	5	Direct numerical simulation|Numerical simulations	Astrophysical plasma
3.5.3.3.2	5	Direct numerical simulation|Numerical simulations	Galaxy formation and evolution
3.5.3.3.3	5	Direct numerical simulation|Numerical simulations	High-energy astronomy|High-energy astrophysics
3.5.3.3.4	5	Direct numerical simulation|Numerical simulations	Hydrodynamics
3.5.3.3.5	5	Direct numerical simulation|Numerical simulations	Magnetohydrodynamics
3.5.3.3.6	5	Direct numerical simulation|Numerical simulations	Star formation
3.5.3.4	4	Astrophysics	Physical cosmology
3.5.3.5	4	Astrophysics	Star|Stellar astrophysics
3.5.3.5.1	5	Star|Stellar astrophysics	Helioseismology
3.5.3.5.2	5	Star|Stellar astrophysics	Stellar evolution
3.5.3.5.3	5	Star|Stellar astrophysics	Stellar nucleosynthesis
3.5.4	3	Space sciences	Planetary science
4	1	Formal sciences	Formal sciences
4.0.5	3	Space sciences	Statistics
4.0.5.1	4	Statistics	Mathematical statistics
4.0.5.2	4	Statistics	Econometrics
4.0.5.3	4	Statistics	Actuarial science
4.0.5.4	4	Statistics	Demography
4.0.6	3	Space sciences	Approximation theory
4.0.7	3	Space sciences	Numerical analysis
4.0.8	3	Space sciences	Operations research
4.0.8.1	4	Operations research	Mathematical optimization
4.0.8.2	4	Operations research	Linear programming
4.0.8.3	4	Operations research	Dynamic programming
4.0.8.4	4	Operations research	Assignment problem
4.0.8.5	4	Operations research	Decision analysis
4.0.8.6	4	Operations research	Inventory theory
4.0.8.7	4	Operations research	Job shop scheduling|Scheduling
4.0.8.8	4	Operations research	Real options analysis
4.0.8.9	4	Operations research	Systems analysis
4.0.8.10	4	Operations research	Stochastic processes
4.0.8.11	4	Operations research	Optimal maintenance
4.0.9	3	Space sciences	Dynamical systems
4.0.9.1	4	Dynamical systems	Chaos theory
4.0.9.2	4	Dynamical systems	Fractal geometry
4.0.10	3	Space sciences	Mathematical physics
4.0.10.1	4	Mathematical physics	Quantum mechanics
4.0.10.2	4	Mathematical physics	Quantum field theory
4.0.10.3	4	Mathematical physics	Quantum gravity
4.0.10.3.1	5	Quantum gravity	String theory
4.0.10.4	4	Mathematical physics	Statistical mechanics
4.0.11	3	Space sciences	Theory of computation
4.0.11.1	4	Theory of computation	Computational complexity theory
4.0.12	3	Space sciences	Information theory
4.0.13	3	Space sciences	Cryptography
4.0.14	3	Space sciences	Combinatorics
4.0.14.1	4	Combinatorics	Coding theory
4.0.15	3	Space sciences	Graph theory
4.0.16	3	Space sciences	Game theory
4.0.17	3	Space sciences	Algebra
4.0.17.1	4	Algebra	Group theory
4.0.17.1.1	5	Group theory	Group representation
4.0.17.2	4	Algebra	Ring theory
4.0.17.2.1	5	Ring theory	Commutative algebra
4.0.17.2.2	5	Ring theory	Noncommutative algebra
4.0.17.3	4	Algebra	Field theory (mathematics)|Field theory
4.0.17.4	4	Algebra	Linear algebra
4.0.17.5	4	Algebra	Multilinear algebra
4.0.17.6	4	Algebra	Lie algebra
4.0.17.7	4	Algebra	Associative algebra
4.0.17.8	4	Algebra	Non-associative algebra
4.0.17.9	4	Algebra	Universal algebra
4.0.17.10	4	Algebra	Homological algebra
4.0.17.11	4	Algebra	Differential algebra
4.0.17.12	4	Algebra	Lattice theory
4.0.17.13	4	Algebra	Representation theory
4.0.17.14	4	Algebra	K-theory
4.0.17.15	4	Algebra	Category theory
4.0.17.15.1	5	Category theory	Topos|Topos theory
4.0.18	3	Space sciences	Mathematical analysis|Analysis
4.0.18.1	4	Mathematical analysis|Analysis	Real analysis
4.0.18.1.1	5	Real analysis	Calculus
4.0.18.2	4	Mathematical analysis|Analysis	Complex analysis
4.0.18.3	4	Mathematical analysis|Analysis	Functional analysis
4.0.18.3.1	5	Functional analysis	Operator theory
4.0.18.4	4	Mathematical analysis|Analysis	Non-standard analysis
4.0.18.5	4	Mathematical analysis|Analysis	Harmonic analysis
4.0.18.5.1	5	Harmonic analysis	Fourier analysis
4.0.18.6	4	Mathematical analysis|Analysis	p-adic analysis
4.0.18.7	4	Mathematical analysis|Analysis	Ordinary differential equations
4.0.18.8	4	Mathematical analysis|Analysis	Partial differential equations
4.0.19	3	Space sciences	Probability theory
4.0.19.1	4	Probability theory	Measure theory
4.0.19.1.1	5	Measure theory	Integral geometry
4.0.19.2	4	Probability theory	Ergodic theory
4.0.19.3	4	Probability theory	Stochastic process
4.0.20	3	Space sciences	Geometry
4.0.20.1	4	Geometry	General topology
4.0.20.2	4	Geometry	Algebraic topology
4.0.20.3	4	Geometry	Geometric topology
4.0.20.4	4	Geometry	Differential topology
4.0.20.5	4	Geometry	Projective geometry
4.0.20.6	4	Geometry	Affine geometry
4.0.20.7	4	Geometry	Non-Euclidean geometry
4.0.20.8	4	Geometry	Convex geometry
4.0.20.9	4	Geometry	Discrete geometry
4.0.20.10	4	Geometry	Integral geometry
4.0.20.11	4	Geometry	Noncommutative geometry
4.0.21	3	Space sciences	Number theory
4.0.21.1	4	Number theory	Analytic number theory
4.0.21.2	4	Number theory	Algebraic number theory
4.0.21.3	4	Number theory	Geometric number theory
4.0.22	3	Space sciences	Mathematical logic|Logic
4.0.22.1	4	Mathematical logic|Logic	Set theory
4.0.22.2	4	Mathematical logic|Logic	Proof theory
4.0.22.3	4	Mathematical logic|Logic	Model theory
4.0.22.4	4	Mathematical logic|Logic	Recursion theory
4.0.22.5	4	Mathematical logic|Logic	Modal logic
4.0.22.6	4	Mathematical logic|Logic	Intuitionistic logic
4.1	2	Formal sciences	Computer sciences
4.1.1	3	Computer sciences	Theory of computation
4.1.1.1	4	Theory of computation	Automata theory
4.1.1.2	4	Theory of computation	Computability theory (computer science)|Computability theory
4.1.1.3	4	Theory of computation	Computational complexity theory
4.1.1.4	4	Theory of computation	Concurrency (computer science)#Theory|Concurrency theory
4.1.2	3	Computer sciences	Very-large-scale integration|VLSI design
4.1.3	3	Computer sciences	Operating systems
4.1.4	3	Computer sciences	Algorithm
4.1.4.1	4	Algorithm	Randomized algorithms
4.1.4.2	4	Algorithm	Distributed algorithms
4.1.4.3	4	Algorithm	Parallel algorithms
4.1.4.4	4	Algorithm	Computational geometry
4.1.5	3	Computer sciences	Data structures
4.1.6	3	Computer sciences	Computer architecture
4.1.7	3	Computer sciences	Computer networking|Computer communications (networks)
4.1.7.1	4	Computer networking|Computer communications (networks)	Information theory
4.1.7.2	4	Computer networking|Computer communications (networks)	Internet
4.1.7.3	4	Computer networking|Computer communications (networks)	Wireless computing
4.1.7.4	4	Computer networking|Computer communications (networks)	Ubiquitous computing
4.1.7.5	4	Computer networking|Computer communications (networks)	Cloud computing
4.1.8	3	Computer sciences	Computer security
4.1.8.1	4	Computer security	Cryptography
4.1.8.2	4	Computer security	Fault-tolerant system|Fault-tolerant computing
4.1.9	3	Computer sciences	Distributed computing
4.1.9.1	4	Distributed computing	Grid computing
4.1.10	3	Computer sciences	Parallel computing
4.1.10.1	4	Parallel computing	High-performance computing
4.1.11	3	Computer sciences	Quantum computing
4.1.12	3	Computer sciences	Computer graphics
4.1.12.1	4	Computer graphics	Image processing
4.1.12.2	4	Computer graphics	Scientific visualization
4.1.13	3	Computer sciences	Software engineering
4.1.13.1	4	Software engineering	Formal methods
4.1.14	3	Computer sciences	Programming languages
4.1.14.1	4	Programming languages	Programming paradigms
4.1.14.1.1	5	Programming paradigms	Imperative programming
4.1.14.1.2	5	Programming paradigms	Object-oriented programming
4.1.14.1.3	5	Programming paradigms	Functional programming
4.1.14.1.4	5	Programming paradigms	Logic programming
4.1.14.1.5	5	Programming paradigms	Concurrent programming language|Concurrent programming
4.1.14.2	4	Programming languages	Program semantics
4.1.14.3	4	Programming languages	Type theory
4.1.14.4	4	Programming languages	Compilers
4.1.15	3	Computer sciences	Human-computer interaction
4.1.16	3	Computer sciences	Information science
4.1.16.1	4	Information science	Data management
4.1.16.2	4	Information science	Data mining
4.1.16.3	4	Information science	Database
4.1.16.3.1	5	Database	Relational database
4.1.16.3.2	5	Database	Distributed database
4.1.16.3.3	5	Database	Object database
4.1.16.4	4	Information science	Information retrieval
4.1.16.5	4	Information science	Information management
4.1.16.6	4	Information science	Knowledge management
4.1.16.7	4	Information science	Multimedia
4.1.16.7.1	5	Multimedia	Sound and music computing
4.1.17	3	Computer sciences	Artificial intelligence
4.1.17.1	4	Artificial intelligence	Cognitive science
4.1.17.1.1	5	Cognitive science	Automated reasoning
4.1.17.1.2	5	Cognitive science	Machine learning
4.1.17.1.2.1	6	Machine learning	Artificial neural network
4.1.17.1.2.2	6	Machine learning	Support vector machine
4.1.17.1.3	5	Cognitive science	Natural language processing
4.1.17.1.4	5	Cognitive science	Computer vision
4.1.17.2	4	Artificial intelligence	Expert systems
4.1.17.3	4	Artificial intelligence	Robotics
4.1.18	3	Computer sciences	Mathematics
4.1.18.1	4	Mathematics	Numerical analysis
4.1.18.2	4	Mathematics	Symbolic computation|Algebraic (symbolic) computation
4.1.18.3	4	Mathematics	Computational number theory
4.1.18.4	4	Mathematics	Computational mathematics
4.1.18.5	4	Mathematics	Scientific computing|Scientific computing (Computational science)
4.1.18.6	4	Mathematics	Computational biology|Computational biology (bioinformatics)
4.1.18.7	4	Mathematics	Computational physics
4.1.18.8	4	Mathematics	Computational chemistry
4.1.18.9	4	Mathematics	Computational neuroscience
4.1.18.10	4	Mathematics	Computer-aided engineering
4.1.18.10.1	5	Computer-aided engineering	Finite element analysis
4.1.18.10.2	5	Computer-aided engineering	Computational fluid dynamics
4.1.19	3	Computer sciences	Social sciences
4.1.19.1	4	Social sciences	Computational economics
4.1.19.2	4	Social sciences	Computational sociology
4.1.19.3	4	Social sciences	Computational finance
4.1.19.4	4	Social sciences	Digital Humanities
4.1.19.5	4	Social sciences	History of computer hardware
4.1.19.6	4	Social sciences	History of computer science
4.1.19.7	4	Social sciences	Humanistic informatics
4.1.19.8	4	Social sciences	Community informatics
4.2	2	Formal sciences	Logic
4.2.1	3	Logic	Mathematical logic
4.2.1.1	4	Mathematical logic	Set theory
4.2.1.2	4	Mathematical logic	Proof theory
4.2.1.3	4	Mathematical logic	Model theory
4.2.1.4	4	Mathematical logic	Recursion theory
4.2.1.5	4	Mathematical logic	Modal logic
4.2.1.6	4	Mathematical logic	Intuitionistic logic
4.2.2	3	Logic	Philosophical logic
4.2.2.1	4	Philosophical logic	Logical reasoning
4.2.2.2	4	Philosophical logic	Modal logic
4.2.2.2.1	5	Modal logic	Deontic logic
4.2.2.2.2	5	Modal logic	Doxastic logic
4.2.3	3	Logic	Logic in computer science
4.2.3.1	4	Logic in computer science	Formal semantics of programming languages|Programming language semantics
4.2.3.2	4	Logic in computer science	Formal methods
4.2.3.3	4	Logic in computer science	Type theory
4.2.3.4	4	Logic in computer science	Logic programming
4.2.3.5	4	Logic in computer science	Multi-valued logic
4.2.3.5.1	5	Multi-valued logic	Fuzzy logic
4.3	2	Formal sciences	Statistics
4.3.1	3	Statistics	Computational statistics
4.3.1.1	4	Computational statistics	Data mining
4.3.1.2	4	Computational statistics	Regression analysis|Regression
4.3.1.3	4	Computational statistics	Simulation
4.3.1.3.1	5	Simulation	Bootstrap (statistics)
4.3.2	3	Statistics	Design of experiments
4.3.2.1	4	Design of experiments	Block design
4.3.2.2	4	Design of experiments	Response surface methodology
4.3.3	3	Statistics	Survey Sampling|Sample Survey
4.3.3.1	4	Survey Sampling|Sample Survey	Statistical sampling|Sampling theory
4.3.4	3	Statistics	Statistical model
4.3.4.1	4	Statistical model	Biostatistics
4.3.4.1.1	5	Biostatistics	Epidemiology
4.3.4.2	4	Statistical model	Multivariate analysis
4.3.4.2.1	5	Multivariate analysis	Structural equation model
4.3.4.2.2	5	Multivariate analysis	Time series
4.3.4.3	4	Statistical model	Reliability theory
4.3.4.4	4	Statistical model	Quality control
4.3.5	3	Statistics	Statistical theory
4.3.5.1	4	Statistical theory	Decision theory
4.3.5.2	4	Statistical theory	Mathematical statistics
4.3.5.2.1	5	Mathematical statistics	Probability
4.3.5.3	4	Statistical theory	Survey (statistics)|Survey methodology
4.4	2	Formal sciences	Systems science
4.4.1	3	Systems science	Complex systems
4.4.2	3	Systems science	Cybernetics
4.4.2.1	4	Cybernetics	Engineering cybernetics
4.4.2.2	4	Cybernetics	Management cybernetics
4.4.2.3	4	Cybernetics	Medical cybernetics
4.4.2.4	4	Cybernetics	New Cybernetics
4.4.2.5	4	Cybernetics	Second-order cybernetics
4.4.3	3	Systems science	Control theory
4.4.3.1	4	Control theory	Control engineering
4.4.3.2	4	Control theory	Control systems
4.4.3.3	4	Control theory	Dynamical systems
4.4.4	3	Systems science	Operations research
4.4.4.1	4	Operations research	Computational systems biology
4.4.4.2	4	Operations research	Synthetic biology
4.4.4.3	4	Operations research	Systems immunology
4.4.5	3	Systems science	Systems dynamics
4.4.5.1	4	Systems dynamics	Ecosystem ecology
4.4.6	3	Systems science	Systems engineering
4.4.6.1	4	Systems engineering	Earth systems engineering and management
4.4.6.2	4	Systems engineering	Enterprise systems engineering
4.4.6.3	4	Systems engineering	Systems analysis
4.4.6.4	4	Systems engineering	Ergonomics
4.4.6.5	4	Systems engineering	Systemic therapy
4.4.7	3	Systems science	Systems theory
4.4.7.1	4	Systems theory	Ecological systems theory
4.4.7.2	4	Systems theory	Developmental systems theory
4.4.7.3	4	Systems theory	General systems theory
4.4.7.4	4	Systems theory	LTI system theory
4.4.7.5	4	Systems theory	Sociotechnical systems theory
4.4.7.6	4	Systems theory	Mathematical system theory
5	1	Professions	Professions
5.1	2	Professions	Agriculture
5.1.1	3	Agriculture	Agroecology
5.1.2	3	Agriculture	Agronomy
5.1.3	3	Agriculture	Animal husbandry
5.1.3.1	4	Animal husbandry	Beekeeping
5.1.4	3	Agriculture	Agrology
5.1.5	3	Agriculture	Entomology
5.1.6	3	Agriculture	Agricultural economics
5.1.7	3	Agriculture	Agricultural engineering
5.1.7.1	4	Agricultural engineering	Biological systems engineering
5.1.7.2	4	Agricultural engineering	Food engineering
5.1.8	3	Agriculture	Aquaculture
5.1.9	3	Agriculture	Enology
5.1.10	3	Agriculture	Food science
5.1.11	3	Agriculture	Horticulture
5.1.12	3	Agriculture	Hydrology
5.1.13	3	Agriculture	Plant science
5.1.13.1	4	Plant science	Pomology
5.1.14	3	Agriculture	Viticulture
5.2	2	Professions	[[Architecture]] and [[design]]
5.2.1	3	[[Architecture]] and [[design]]	Architecture
5.2.1.1	4	Architecture	Architecture
5.2.1.2	4	Architecture	Urban planning
5.2.1.3	4	Architecture	Interior design
5.2.1.4	4	Architecture	Landscape architecture
5.2.2	3	[[Architecture]] and [[design]]	Architectural Analytics
5.2.3	3	[[Architecture]] and [[design]]	Historic preservation
5.2.4	3	[[Architecture]] and [[design]]	Visual communication
5.2.4.1	4	Visual communication	Graphic design
5.2.4.1.1	5	Graphic design	Type design
5.2.4.2	4	Visual communication	Technical drawing
5.2.5	3	[[Architecture]] and [[design]]	Industrial design
5.2.5.1	4	Industrial design	Ergonomics
5.2.5.2	4	Industrial design	Game design
5.2.5.3	4	Industrial design	Toy|Toy and amusement design
5.2.6	3	[[Architecture]] and [[design]]	User experience design
5.2.6.1	4	User experience design	Interaction design
5.2.6.2	4	User experience design	Information architecture
5.2.6.3	4	User experience design	User interface design
5.2.6.4	4	User experience design	User experience evaluation
5.2.7	3	[[Architecture]] and [[design]]	Fashion design
5.2.8	3	[[Architecture]] and [[design]]	Textile design
5.3	2	Professions	Business
5.3.1	3	Business	Accounting scholarship
5.3.2	3	Business	Business administration
5.3.3	3	Business	Business analysis
5.3.4	3	Business	Business ethics
5.3.5	3	Business	Business law
5.3.6	3	Business	E-Business
5.3.7	3	Business	Entrepreneurship
5.3.8	3	Business	Finance
5.3.9	3	Business	Industrial relations|Industrial and labor relations
5.3.9.1	4	Industrial relations|Industrial and labor relations	Collective bargaining
5.3.9.2	4	Industrial relations|Industrial and labor relations	Human resources
5.3.9.3	4	Industrial relations|Industrial and labor relations	Organizational studies
5.3.9.4	4	Industrial relations|Industrial and labor relations	Labor economics
5.3.9.5	4	Industrial relations|Industrial and labor relations	Labor history (discipline)|Labor history
5.3.10	3	Business	Information systems
5.3.10.1	4	Information systems	Management information systems
5.3.10.2	4	Information systems	Health informatics
5.3.11	3	Business	Information technology
5.3.12	3	Business	International trade
5.3.13	3	Business	Marketing
5.3.14	3	Business	Purchasing
5.3.15	3	Business	Risk management
5.3.16	3	Business	Systems science
5.4	2	Professions	Divinity
5.4.1	3	Divinity	Canon law
5.4.2	3	Divinity	History of Christianity|Church history
5.4.3	3	Divinity	Field ministry
5.4.3.1	4	Field ministry	Pastoral counseling
5.4.3.2	4	Field ministry	Pastoral theology
5.4.3.3	4	Field ministry	Religious education
5.4.3.4	4	Field ministry	Homiletics
5.4.3.5	4	Field ministry	Liturgy
5.4.3.6	4	Field ministry	Sacred music
5.4.3.7	4	Field ministry	Missiology
5.4.4	3	Divinity	Scriptural study and languages
5.4.4.1	4	Scriptural study and languages	Biblical Hebrew language|Biblical Hebrew
5.4.4.2	4	Scriptural study and languages	Biblical studies
5.4.4.3	4	Scriptural study and languages	Koine Greek|New Testament Greek
5.4.4.4	4	Scriptural study and languages	Latin
5.4.4.5	4	Scriptural study and languages	Old Church Slavonic
5.4.5	3	Divinity	Theology
5.4.5.1	4	Theology	Dogmatic theology
5.4.5.2	4	Theology	Ecclesiology
5.4.5.3	4	Theology	Sacrament|Sacramental theology
5.4.5.4	4	Theology	Systematic theology
5.4.5.5	4	Theology	Christian ethics
5.5	2	Professions	Education
5.5.1	3	Education	Comparative Education
5.5.2	3	Education	Consumer education
5.5.3	3	Education	Critical pedagogy
5.5.4	3	Education	Curriculum and instruction
5.5.4.1	4	Curriculum and instruction	Alternative education
5.5.4.2	4	Curriculum and instruction	Elementary education
5.5.4.3	4	Curriculum and instruction	Secondary education
5.5.4.4	4	Curriculum and instruction	Higher education
5.5.4.5	4	Curriculum and instruction	Mastery learning
5.5.4.6	4	Curriculum and instruction	Cooperative learning
5.5.4.7	4	Curriculum and instruction	Agricultural education
5.5.4.8	4	Curriculum and instruction	Art education
5.5.4.9	4	Curriculum and instruction	Bilingual education
5.5.4.10	4	Curriculum and instruction	Chemistry education
5.5.4.11	4	Curriculum and instruction	Counselor education
5.5.4.12	4	Curriculum and instruction	Language education
5.5.4.13	4	Curriculum and instruction	Legal education
5.5.4.14	4	Curriculum and instruction	Mathematics education
5.5.4.15	4	Curriculum and instruction	Medical education
5.5.4.16	4	Curriculum and instruction	Military education and training
5.5.4.17	4	Curriculum and instruction	Music education
5.5.4.18	4	Curriculum and instruction	Nursing education
5.5.4.19	4	Curriculum and instruction	Peace education
5.5.4.20	4	Curriculum and instruction	Physical education
5.5.4.21	4	Curriculum and instruction	Physics education
5.5.4.22	4	Curriculum and instruction	Reading education
5.5.4.23	4	Curriculum and instruction	Religious education
5.5.4.24	4	Curriculum and instruction	Science education
5.5.4.25	4	Curriculum and instruction	Special education
5.5.4.26	4	Curriculum and instruction	Sex education
5.5.4.27	4	Curriculum and instruction	Sociology of education
5.5.4.28	4	Curriculum and instruction	Technology education
5.5.4.29	4	Curriculum and instruction	Vocational education
5.5.5	3	Education	Educational leadership
5.5.6	3	Education	Educational philosophy
5.5.7	3	Education	Educational psychology
5.5.8	3	Education	Educational technology
5.5.9	3	Education	Distance education
5.6	2	Professions	Engineering
5.6.1	3	Engineering	Bioengineering
5.6.1.1	4	Bioengineering	Biochemical engineering
5.6.1.2	4	Bioengineering	Biomolecular engineering
5.6.2	3	Engineering	Catalysis
5.6.3	3	Engineering	Materials engineering
5.6.4	3	Engineering	Molecular engineering
5.6.5	3	Engineering	Nanotechnology
5.6.6	3	Engineering	Polymer engineering
5.6.7	3	Engineering	Process design
5.6.7.1	4	Process design	Petroleum engineering
5.6.7.2	4	Process design	Nuclear engineering
5.6.7.3	4	Process design	Food engineering
5.6.8	3	Engineering	Reaction engineering
5.6.9	3	Engineering	Thermodynamics
5.6.10	3	Engineering	Transport phenomena
5.6.11	3	Engineering	Earthquake engineering
5.6.12	3	Engineering	Ecological engineering
5.6.13	3	Engineering	Environmental engineering
5.6.14	3	Engineering	Geotechnical engineering
5.6.14.1	4	Geotechnical engineering	Engineering geology
5.6.14.2	4	Geotechnical engineering	Geoengineering
5.6.15	3	Engineering	Hydraulic Engineering
5.6.16	3	Engineering	Mining engineering
5.6.17	3	Engineering	Transportation engineering
5.6.17.1	4	Transportation engineering	Highway engineering
5.6.18	3	Engineering	Structural engineering
5.6.18.1	4	Structural engineering	Architectural engineering
5.6.19	3	Engineering	Structural Mechanics
5.6.20	3	Engineering	Surveying
5.6.21	3	Engineering	Applied physics
5.6.22	3	Engineering	Computer engineering
5.6.23	3	Engineering	Computer Science
5.6.24	3	Engineering	Control engineering|Control systems engineering
5.6.24.1	4	Control engineering|Control systems engineering	Control theory
5.6.25	3	Engineering	Electronic engineering
5.6.25.1	4	Electronic engineering	Instrumentation engineering
5.6.26	3	Engineering	Engineering physics
5.6.26.1	4	Engineering physics	Photonics
5.6.27	3	Engineering	Information theory
5.6.28	3	Engineering	Mechatronics
5.6.29	3	Engineering	Power engineering
5.6.30	3	Engineering	Robotics
5.6.31	3	Engineering	Semiconductors
5.6.32	3	Engineering	Telecommunications engineering
5.6.33	3	Engineering	Quantum Computing
5.6.34	3	Engineering	Biomaterials
5.6.35	3	Engineering	Ceramic engineering
5.6.36	3	Engineering	Crystallography
5.6.37	3	Engineering	Nanomaterials
5.6.38	3	Engineering	Photonics
5.6.39	3	Engineering	Metallurgy|Physical Metallurgy
5.6.40	3	Engineering	Polymer engineering
5.6.41	3	Engineering	Polymer science
5.6.42	3	Engineering	Semiconductors
5.6.43	3	Engineering	Aerospace engineering
5.6.44	3	Engineering	Acoustical engineering
5.6.45	3	Engineering	Automotive engineering
5.6.46	3	Engineering	Biomedical engineering
5.6.46.1	4	Biomedical engineering	Biomechanical engineering
5.6.47	3	Engineering	Continuum mechanics
5.6.48	3	Engineering	Fluid mechanics
5.6.49	3	Engineering	Heat transfer
5.6.50	3	Engineering	Industrial engineering
